keyword,ngram,pattern,start,end,phrase_length
none,1,N,3849,3849,1
strange features which,3,ANN,3854,3856,3
two crimes which i,4,ANNN,3861,3864,4
nature of the case,4,NPDN,3870,3873,4
exalted station of his client,5,ANPNN,3876,3880,5
it,1,N,3882,3882,1
character of its,3,NPN,3884,3886,3
nature of the investigation which my friend,7,NPDNNNN,3892,3898,7
hand there,2,NN,3901,3902,2
something in his masterly grasp of a situation,8,NPNANPDN,3904,3911,8
his keen incisive reasoning which,5,NAANN,3913,3917,5
it,1,N,3919,3919,1
pleasure to me,3,NPN,3921,3923,3
his system of work,4,NNPN,3926,3929,4
quick subtle methods by which he,6,AANPNN,3934,3939,6
inextricable mysteries,2,AN,3943,3944,2
i to his invariable success,5,NPNAN,3948,3952,5
very possibility of his failing,5,ANPNN,3955,3959,5
enter into my head it,5,NPNNN,3963,3967,5
door,1,N,3974,3974,1
drunken,1,N,3978,3978,1
groom ill kempt,3,NAN,3980,3982,3
side,1,N,3984,3984,1
face,1,N,3989,3989,1
disreputable clothes,2,AN,3991,3992,2
room,1,N,3996,3996,1
i,1,N,3999,3999,1
my friend,2,NN,4002,4003,2
amazing powers in the use of disguises i,8,ANPDNPNN,4005,4012,8
three times,2,AN,4016,4017,2
i,1,N,4019,4019,1
it,1,N,4023,4023,1
he with a nod he,5,NPDNN,4026,4030,5
bedroom,1,N,4034,4034,1
he,1,N,4036,4036,1
five minutes,2,AN,4039,4040,2
his hands into his pockets he,6,NNPNNN,4049,4054,6
his legs in front of the fire,7,NNPNPDN,4057,4063,7
minutes,1,N,4069,4069,1
he,1,N,4074,4074,1
he,1,N,4078,4078,1
he,1,N,4084,4084,1
chair,1,N,4095,4095,1
what,1,N,4097,4097,1
it,1,N,4099,4099,1
it,1,N,4102,4102,1
funny i,2,AN,4106,4107,2
sure you,2,AN,4109,4110,2
i,1,N,4115,4115,1
my morning,2,NN,4117,4118,2
what i,2,NN,4120,4121,2
i,1,N,4127,4127,1
i,1,N,4131,4131,1
you,1,N,4134,4134,1
habits,1,N,4139,4139,1
house of miss irene adler,5,NPNNN,4143,4147,5
sequel,1,N,4154,4154,1
unusual i,2,AN,4157,4158,2
you,1,N,4161,4161,1
i,1,N,4163,4163,1
house,1,N,4166,4166,1
little after eight o'clock,4,NPAN,4168,4171,4
morning in the character of a groom,7,NPDNPDN,4173,4179,7
character of a groom out of work there,8,NPDNPPNN,4176,4183,8
wonderful sympathy,2,AN,4186,4187,2
horsey men,2,AN,4191,4192,2
them,1,N,4196,4196,1
you,1,N,4198,4198,1
there,1,N,4203,4203,1
i,1,N,4207,4207,1
briony lodge it,3,ANN,4210,4212,3
bijou villa with a garden at the back,8,NNPDNPDN,4215,4222,8
road two stories chubb lock to the door,8,NANNNPDN,4232,4239,8
room on the right side,5,NPDAN,4242,4246,5
long windows,2,AN,4250,4251,2
floor,1,N,4255,4255,1
preposterous english window fasteners which,5,AANNN,4258,4262,5
child,1,N,4264,4264,1
there,1,N,4268,4268,1
nothing,1,N,4270,4270,1
passage window,2,NN,4275,4276,2
top of the coach house i,6,NPDNNN,4282,4287,6
it,1,N,4290,4290,1
it,1,N,4293,4293,1
point of view,3,NPN,4297,4299,3
anything,1,N,4303,4303,1
interest,1,N,4306,4306,1
i,1,N,4308,4308,1
street,1,N,4313,4313,1
i,1,N,4317,4317,1
there,1,N,4320,4320,1
mews in a lane which,5,NPDNN,4323,4327,5
one wall of the garden i,6,ANPDNN,4331,4336,6
ostlers,1,N,4339,4339,1
hand,1,N,4341,4341,1
their horses,2,NN,4345,4346,2
exchange twopence,2,NN,4350,4351,2
glass of half,3,NPN,4353,4355,3
two fills of shag tobacco,5,ANPNN,4358,4362,5
much information,2,AN,4365,4366,2
i,1,N,4368,4368,1
miss adler,2,NN,4372,4373,2
nothing of half a dozen other people,7,NPDDNAN,4376,4382,7
dozen other people in the neighbourhood in whom,8,NANPDNPN,4380,4387,8
other people in the neighbourhood in whom i,8,ANPDNPNN,4381,4388,8
whose,1,N,4396,4396,1
i,1,N,4398,4398,1
what of irene adler,4,NPAN,4407,4410,4
i,1,N,4412,4412,1
she,1,N,4416,4416,1
men,1,N,4421,4421,1
heads,1,N,4423,4423,1
part she,2,NN,4427,4428,2
daintiest thing under a bonnet on this planet,8,ANPDNPDN,4431,4438,8
serpentine mews to a man she,6,ANPDNN,4442,4447,6
sings at concerts drives,4,NPNN,4450,4453,4
day,1,N,4458,4458,1
returns at seven sharp for dinner seldom,7,NPANPNN,4460,4466,7
other times,2,AN,4470,4471,2
she sings,2,NN,4474,4475,2
one male visitor,3,ANN,4478,4480,3
good deal of him he,5,ANPNN,4483,4487,5
dark handsome,2,AN,4489,4490,2
dashing,1,N,4492,4492,1
day,1,N,4499,4499,1
he,1,N,4503,4503,1
mr godfrey norton of the inner temple,7,NNPPDAN,4506,4512,7
advantages of a cabman as a confidant they,8,NPDNPDNN,4515,4522,8
him,1,N,4525,4525,1
dozen times from serpentine mews,5,NNPAN,4528,4532,5
him,1,N,4537,4537,1
i,1,N,4539,4539,1
they,1,N,4544,4544,1
i,1,N,4548,4548,1
lodge,1,N,4557,4557,1
my plan of campaign,4,NNPN,4564,4567,4
godfrey norton,2,NN,4570,4571,2
important factor in the matter he,6,ANPDNN,4575,4580,6
lawyer that,2,NN,4583,4584,2
ominous what,2,AN,4586,4587,2
relation between them,3,NPN,4590,4592,3
what,1,N,4594,4594,1
object of his,3,NPN,4596,4598,3
visits,1,N,4600,4600,1
she his,2,NN,4602,4603,2
his friend,2,NN,4605,4606,2
his mistress,2,NN,4608,4609,2
former she,2,AN,4612,4613,2
photograph to his keeping,4,NPNN,4618,4621,4
latter it,2,AN,4624,4625,2
issue of this question,4,NPDN,4631,4634,4
i,1,N,4637,4637,1
my work at briony lodge,5,NNPNN,4640,4644,5
my attention to the gentleman,5,NNPDN,4647,4651,5
chambers in the temple it,5,NPDNN,4653,4657,5
delicate point,2,AN,4660,4661,2
it,1,N,4663,4663,1
field of my inquiry i,5,NPNNN,4666,4670,5
i,1,N,4673,4673,1
you with these details,4,NPDN,4675,4678,4
i,1,N,4680,4680,1
you,1,N,4684,4684,1
my little difficulties,3,NAN,4686,4688,3
you,1,N,4690,4690,1
situation,1,N,4695,4695,1
i,1,N,4698,4698,1
you,1,N,4701,4701,1
i,1,N,4704,4704,1
i,1,N,4707,4707,1
matter in my mind,4,NPNN,4712,4715,4
hansom cab,2,NN,4718,4719,2
briony lodge,2,AN,4723,4724,2
gentleman,1,N,4727,4727,1
he,1,N,4730,4730,1
handsome man dark aquiline,4,ANAN,4734,4737,4
man of whom i,4,NPNN,4743,4746,4
he,1,N,4749,4749,1
great hurry,2,AN,4755,4756,2
cabman,1,N,4760,4760,1
maid who,2,NN,4767,4768,2
door with the air of a man who,8,NPDNPDNN,4771,4778,8
home,1,N,4782,4782,1
he,1,N,4784,4784,1
house about half an hour,5,NPDDN,4788,4792,5
i,1,N,4794,4794,1
glimpses of him in the windows,6,NPNPDN,4797,4802,6
room,1,N,4806,4806,1
his arms of her i,5,NNPNN,4815,4819,5
nothing,1,N,4822,4822,1
he,1,N,4824,4824,1
he,1,N,4833,4833,1
cab he,2,NN,4838,4839,2
gold watch from his pocket,5,ANPNN,4842,4846,5
it,1,N,4850,4850,1
devil,1,N,4856,4856,1
he,1,N,4858,4858,1
gross hankey,2,AN,4863,4864,2
regent street,2,AN,4867,4868,2
church of st monica in the edgeware road,8,NPNNPDNN,4873,4880,8
guinea,1,N,4883,4883,1
you,1,N,4885,4885,1
it in twenty minutes,4,NPAN,4887,4890,4
they,1,N,4894,4894,1
i,1,N,4897,4897,1
i,1,N,4902,4902,1
them,1,N,4909,4909,1
lane,1,N,4913,4913,1
neat little landau,3,AAN,4916,4918,3
coachman with his coat,4,NPNN,4920,4923,4
half,1,N,4925,4925,1
his tie under his ear,5,NNPNN,4928,4932,5
tags of his harness,4,NPNN,4936,4939,4
buckles it,2,NN,4945,4946,2
she,1,N,4952,4952,1
hall door,2,NN,4957,4958,2
it i,2,NN,4961,4962,2
glimpse of her at the moment,6,NPNPDN,4966,4971,6
she,1,N,4973,4973,1
lovely woman with a face that,6,ANPDNN,4976,4981,6
man,1,N,4983,4983,1
church of st monica john,5,NPNNN,4990,4994,5
she,1,N,4996,4996,1
sovereign,1,N,5002,5002,1
you,1,N,5004,5004,1
it in twenty minutes,4,NPAN,5006,5009,4
this,1,N,5012,5012,1
watson i,2,NN,5019,5020,2
i,1,N,5025,5025,1
it,1,N,5029,5029,1
i,1,N,5032,5032,1
her landau,2,NN,5036,5037,2
cab,1,N,5040,5040,1
street,1,N,5044,5044,1
driver,1,N,5046,5046,1
shabby fare,2,NN,5052,5053,2
i,1,N,5055,5055,1
he,1,N,5059,5059,1
church of st monica,4,NPNN,5064,5067,4
i,1,N,5070,5070,1
sovereign,1,N,5075,5075,1
you,1,N,5077,5077,1
it in twenty minutes,4,NPAN,5079,5082,4
it,1,N,5084,5084,1
twenty five minutes,3,AAN,5086,5088,3
it,1,N,5094,5094,1
what,1,N,5098,5098,1
wind,1,N,5102,5102,1
my cabby,2,NN,5104,5105,2
i,1,N,5108,5108,1
i,1,N,5112,5112,1
others,1,N,5118,5118,1
us,1,N,5122,5122,1
cab,1,N,5124,5124,1
landau with their steaming horses,5,NPNNN,5127,5131,5
front of the door,4,NPDN,5134,5137,4
i,1,N,5139,5139,1
i,1,N,5141,5141,1
man,1,N,5144,5144,1
church there,2,NN,5149,5150,2
soul there,2,NN,5154,5155,2
two whom i,3,ANN,5158,5160,3
surpliced clergyman who,3,ANN,5165,5167,3
them they,2,NN,5173,5174,2
knot in front of the altar i,7,NPNPDNN,5181,5187,7
side aisle like any other idler who,7,NNPDANN,5191,5197,7
church,1,N,5202,5202,1
my surprise,2,NN,5205,5206,2
altar,1,N,5211,5211,1
me,1,N,5215,5215,1
godfrey norton,2,NN,5217,5218,2
he,1,N,5224,5224,1
me,1,N,5227,5227,1
god,1,N,5231,5231,1
he,1,N,5233,5233,1
you,1,N,5236,5236,1
what,1,N,5244,5244,1
i,1,N,5247,5247,1
man,1,N,5252,5252,1
three minutes,2,AN,5255,5256,2
it,1,N,5258,5258,1
i,1,N,5265,5265,1
altar,1,N,5272,5272,1
i,1,N,5275,5275,1
i,1,N,5278,5278,1
i,1,N,5280,5280,1
myself mumbling responses which,4,NANN,5282,5285,4
my ear,2,NN,5289,5290,2
things of which i,4,NPNN,5294,5297,4
nothing,1,N,5299,5299,1
secure tying up of irene adler spinster,7,ANPPANN,5305,5311,7
tying up of irene adler spinster to godfrey,8,NPPANNPN,5306,5313,8
irene adler spinster to godfrey norton,6,ANNPNN,5309,5314,6
it,1,N,5316,5316,1
there,1,N,5324,5324,1
gentleman,1,N,5327,5327,1
me on the one side,5,NPDAN,5329,5333,5
lady,1,N,5336,5336,1
clergyman,1,N,5342,5342,1
me in front it,4,NPAN,5345,5348,4
preposterous position in which i,5,ANPNN,5352,5356,5
myself in my life,4,NPNN,5359,5362,4
it,1,N,5364,5364,1
thought of it that,4,NPNN,5367,5370,4
me,1,N,5372,5372,1
it,1,N,5376,5376,1
there,1,N,5379,5379,1
informality about their license,4,NPNN,5383,5386,4
clergyman,1,N,5389,5389,1
them without a witness of some sort,7,NPDNPDN,5394,5400,7
my lucky appearance,3,NAN,5403,5405,3
bridegroom,1,N,5408,5408,1
streets in search of a best man,7,NPNPDAN,5416,5422,7
bride,1,N,5424,5424,1
me,1,N,5426,5426,1
sovereign,1,N,5428,5428,1
i,1,N,5430,5430,1
it on my,3,NPN,5434,5436,3
chain in memory of the occasion,6,NPNPDN,5438,5443,6
this,1,N,5446,5446,1
unexpected turn of affairs,4,ANPN,5450,5453,4
i,1,N,5456,5456,1
what,1,N,5459,5459,1
i,1,N,5464,5464,1
my plans,2,NN,5466,5467,2
it,1,N,5471,5471,1
pair,1,N,5476,5476,1
immediate departure,2,AN,5480,5481,2
energetic measures on my part at the church,8,ANPNNPDN,5488,5495,8
measures on my part at the church door,8,NPNNPDNN,5489,5496,8
they,1,N,5498,5498,1
he,1,N,5500,5500,1
temple,1,N,5505,5505,1
she to her own house 'i,6,NPNANN,5507,5512,6
park,1,N,5518,5518,1
she,1,N,5524,5524,1
she,1,N,5527,5527,1
him i,2,NN,5529,5530,2
they,1,N,5534,5534,1
different directions,2,AN,5538,5539,2
i,1,N,5541,5541,1
my own arrangements,3,NAN,5546,5548,3
which,1,N,5551,5551,1
cold beef,2,AN,5556,5557,2
glass of beer,3,NPN,5560,5562,3
he,1,N,5564,5564,1
bell,1,N,5568,5568,1
i,1,N,5570,5570,1
food,1,N,5578,5578,1
i,1,N,5580,5580,1
evening by the way doctor i,6,NPDNNN,5588,5593,6
your,1,N,5596,5596,1
operation,1,N,5598,5598,1
i,1,N,5601,5601,1
you,1,N,5607,5607,1
law,1,N,5613,5613,1
chance of arrest,3,NPN,5625,5627,3
good cause,2,AN,5633,5634,2
cause,1,N,5639,5639,1
i,1,N,5645,5645,1
your man,2,NN,5647,5648,2
i,1,N,5651,5651,1
i,1,N,5655,5655,1
you,1,N,5659,5659,1
what,1,N,5663,5663,1
it you,2,NN,5665,5666,2
mrs turner,2,NN,5671,5672,2
tray i,2,NN,5677,5678,2
it,1,N,5681,5681,1
you,1,N,5684,5684,1
he,1,N,5687,5687,1
he,1,N,5690,5690,1
simple fare,2,AN,5695,5696,2
our landlady,2,NN,5698,5699,2
i,1,N,5703,5703,1
it,1,N,5706,5706,1
i,1,N,5708,5708,1
i,1,N,5711,5711,1
much time it,3,ANN,5714,5716,3
two hours we,3,ANN,5722,5724,3
scene of action miss irene,5,NPNNN,5729,5733,5
madame rather returns from her drive,6,NPNPNN,5735,5740,6
returns from her drive at seven we,7,NPNNPAN,5737,5743,7
briony lodge,2,AN,5747,5748,2
her,1,N,5751,5751,1
what,1,N,5755,5755,1
you,1,N,5759,5759,1
that to me i,4,NPNN,5762,5765,4
what,1,N,5769,5769,1
there,1,N,5773,5773,1
one point on which i,5,ANPNN,5776,5780,5
you,1,N,5783,5783,1
what,1,N,5788,5788,1
you,1,N,5790,5790,1
i,1,N,5794,5794,1
nothing,1,N,5803,5803,1
small unpleasantness,2,AN,5810,5811,2
it it,2,NN,5816,5817,2
my,1,N,5821,5821,1
house,1,N,5826,5826,1
five minutes,2,AN,5829,5830,2
room window,2,NN,5834,5835,2
you,1,N,5838,5838,1
station yourself,2,NN,5841,5842,2
open window,2,AN,5846,5847,2
you,1,N,5853,5853,1
me,1,N,5857,5857,1
i,1,N,5859,5859,1
you,1,N,5864,5864,1
i,1,N,5872,5872,1
my hand,2,NN,5874,5875,2
you,1,N,5879,5879,1
room what i,3,NNN,5884,5886,3
you,1,N,5888,5888,1
same time,2,AN,5895,5896,2
cry of fire you,4,NPNN,5899,5902,4
me,1,N,5905,5905,1
it,1,N,5911,5911,1
nothing,1,N,5913,5913,1
he,1,N,5917,5917,1
long cigar,2,AN,5921,5922,2
roll from his pocket,4,NPNN,5924,5927,4
it,1,N,5929,5929,1
ordinary plumber,2,AN,5932,5933,2
smoke rocket,2,NN,5935,5936,2
cap at either end,4,NPDN,5940,5943,4
it self,2,NN,5946,5947,2
your task,2,NN,5949,5950,2
you,1,N,5956,5956,1
your cry of fire it,5,NNPNN,5958,5962,5
number of people you,4,NPNN,5970,5973,4
end of the street,4,NPDN,5979,5982,4
i,1,N,5984,5984,1
you in ten minutes i,5,NPANN,5987,5991,5
i,1,N,5994,5994,1
myself,1,N,5997,5997,1
i,1,N,6001,6001,1
window,1,N,6010,6010,1
you,1,N,6013,6013,1
signal,1,N,6017,6017,1
cry of fire,3,NPN,6027,6029,3
you at the corner of the street,7,NPDNPDN,6033,6039,7
you,1,N,6046,6046,1
me,1,N,6051,6051,1
that,1,N,6054,6054,1
excellent i,2,AN,6056,6057,2
it,1,N,6060,6060,1
time that i,3,NNN,6063,6065,3
new role i,3,ANN,6069,6071,3
he,1,N,6076,6076,1
his bedroom,2,NN,6079,6080,2
few minutes in the character,5,ANPDN,6085,6089,5
simple minded nonconformist clergyman his,5,AANNN,6094,6098,5
black hat his baggy trousers his white tie,8,ANNNNNAN,6100,6107,8
hat his baggy trousers his white tie his,8,NNNNNANN,6101,6108,8
baggy trousers his white tie his sympathetic smile,8,NNNANNAN,6103,6110,8
general look of peering,4,ANPN,6112,6115,4
benevolent curiosity,2,AN,6117,6118,2
mr john hare,3,ANN,6122,6124,3
it,1,N,6129,6129,1
that,1,N,6133,6133,1
his costume his expression his manner his,7,NNNNNNN,6136,6142,7
soul,1,N,6144,6144,1
fresh part,2,AN,6150,6151,2
he,1,N,6153,6153,1
stage,1,N,6156,6156,1
fine actor,2,AN,6159,6160,2
science,1,N,6163,6163,1
acute reasoner,2,AN,6166,6167,2
he,1,N,6169,6169,1
specialist in crime it,4,NPNN,6172,6175,4
quarter,1,N,6178,6178,1
we,1,N,6182,6182,1
baker street,2,NN,6184,6185,2
it,1,N,6187,6187,1
ten minutes to the hour,5,ANPDN,6190,6194,5
we,1,N,6196,6196,1
ourselves in serpentine,3,NPN,6198,6200,3
it,1,N,6202,6202,1
lamps,1,N,6208,6208,1
we,1,N,6214,6214,1
front of briony lodge,4,NPNN,6220,6223,4
coming of its occupant,4,NPNN,6227,6230,4
house,1,N,6232,6232,1
i,1,N,6237,6237,1
it from sherlock holmes,4,NPNN,6240,6243,4
succinct description,2,NN,6245,6246,2
locality,1,N,6249,6249,1
i,1,N,6256,6256,1
small street in a quiet neighbourhood it,7,ANPDANN,6263,6269,7
there,1,N,6273,6273,1
group,1,N,6276,6276,1
men smoking,2,NN,6280,6281,2
corner,1,N,6286,6286,1
scissors grinder with his wheel two guardsmen who,8,NNPNNANN,6288,6295,8
nurse girl,2,NN,6300,6301,2
young men who,3,ANN,6306,6308,3
cigars in their mouths,4,NPNN,6315,6318,4
you,1,N,6320,6320,1
holmes,1,N,6324,6324,1
we,1,N,6326,6326,1
front of the house,4,NPDN,6332,6335,4
marriage rather simplifies,3,NPN,6338,6340,3
photograph,1,N,6343,6343,1
weapon,1,N,6348,6348,1
chances,1,N,6351,6351,1
she,1,N,6354,6354,1
its,1,N,6360,6360,1
mr godfrey norton as our client,6,NNNPNN,6364,6369,6
its,1,N,6372,6372,1
eyes of his princess,4,NPNN,6376,6379,4
question,1,N,6382,6382,1
we,1,N,6386,6386,1
photograph,1,N,6390,6390,1
it,1,N,6397,6397,1
she,1,N,6402,6402,1
it,1,N,6404,6404,1
her it,2,NN,6407,6408,2
cabinet size,2,NN,6410,6411,2
easy concealment about a woman,5,ANPDN,6415,6419,5
dress she,2,NN,6421,6422,2
king,1,N,6426,6426,1
her waylaid,2,NN,6431,6432,2
two attempts of the sort,5,ANPDN,6435,6439,5
we,1,N,6444,6444,1
it,1,N,6447,6447,1
she,1,N,6450,6450,1
it,1,N,6454,6454,1
her,1,N,6457,6457,1
her banker,2,NN,6464,6465,2
her lawyer there,3,NNN,6467,6469,3
double possibility,2,AN,6472,6473,2
i,1,N,6475,6475,1
women,1,N,6481,6481,1
they,1,N,6486,6486,1
their own secreting,3,NAN,6490,6492,3
she,1,N,6495,6495,1
it over to anyone else she,6,NPPNAN,6497,6502,6
her own guardianship,3,NAN,6505,6507,3
she,1,N,6509,6509,1
what,1,N,6513,6513,1
political influence,2,AN,6516,6517,2
business man,2,NN,6525,6526,2
she,1,N,6530,6530,1
it within a few days it,6,NPDANN,6535,6540,6
she,1,N,6544,6544,1
her hands upon it it,5,NNPNN,6547,6551,5
her own house,3,NAN,6555,6557,3
it,1,N,6561,6561,1
they,1,N,6569,6569,1
you,1,N,6581,6581,1
i,1,N,6585,6585,1
what,1,N,6591,6591,1
i,1,N,6595,6595,1
her,1,N,6598,6598,1
me,1,N,6601,6601,1
she,1,N,6605,6605,1
she,1,N,6610,6610,1
i,1,N,6617,6617,1
rumble of wheels it,4,NPNN,6620,6623,4
her carriage,2,NN,6625,6626,2
my orders to the letter,5,NNPDN,6630,6634,5
he,1,N,6637,6637,1
gleam of the sidelights of a carriage,7,NPDNPDN,6640,6646,7
curve of the avenue it,5,NPDNN,6650,6654,5
smart little landau which,4,AANN,6657,6660,4
door of briony lodge,4,NPDN,6665,6668,4
it,1,N,6670,6670,1
men at the corner,4,NPDN,6677,6680,4
door in the hope,4,NPDN,6686,6689,4
copper,1,N,6693,6693,1
loafer who,2,NN,6700,6701,2
same intention,2,AN,6707,6708,2
fierce quarrel,2,NN,6710,6711,2
which,1,N,6714,6714,1
two guardsmen who,3,ANN,6719,6721,3
sides,1,N,6723,6723,1
loungers,1,N,6728,6728,1
scissors grinder who,3,NNN,6732,6734,3
other side,2,AN,6740,6741,2
blow,1,N,6743,6743,1
struck,1,N,6745,6745,1
instant,1,N,6749,6749,1
lady who,2,NN,6751,6752,2
her carriage,2,NN,6756,6757,2
centre of a little knot,5,NPDAN,6760,6764,5
struggling men who,3,ANN,6768,6770,3
their fists,2,NN,6777,6778,2
sticks holmes,2,NN,6780,6781,2
crowd,1,N,6785,6785,1
lady,1,N,6789,6789,1
he,1,N,6793,6793,1
her he,2,NN,6795,6796,2
cry,1,N,6799,6799,1
ground with the blood,4,NPDN,6804,6807,4
his face at his fall,5,NNPNN,6811,6815,5
guardsmen,1,N,6817,6817,1
their heels in one direction,5,NNPAN,6820,6824,5
loungers,1,N,6827,6827,1
number,1,N,6833,6833,1
people who,2,NN,6837,6838,2
scuffle,1,N,6842,6842,1
part in it,3,NPN,6845,6847,3
lady,1,N,6853,6853,1
man irene adler,3,NAN,6860,6862,3
i,1,N,6864,6864,1
her,1,N,6868,6868,1
steps,1,N,6873,6873,1
she,1,N,6875,6875,1
top with her superb figure,5,NPNAN,6879,6883,5
lights of the hall,4,NPDN,6887,6890,4
street,1,N,6895,6895,1
poor gentleman,2,AN,6899,6900,2
she,1,N,6904,6904,1
he,1,N,6907,6907,1
several voices,2,AN,6912,6913,2
there,1,N,6917,6917,1
life in him,3,NPN,6919,6921,3
he,1,N,6927,6927,1
you,1,N,6932,6932,1
him,1,N,6935,6935,1
he,1,N,6940,6940,1
brave fellow,2,AN,6943,6944,2
woman,1,N,6948,6948,1
they,1,N,6950,6950,1
lady,1,N,6955,6955,1
purse,1,N,6957,6957,1
it,1,N,6961,6961,1
him they,2,NN,6966,6967,2
gang,1,N,6970,6970,1
rough one,2,AN,6973,6974,2
he,1,N,6977,6977,1
he,1,N,6983,6983,1
street,1,N,6989,6989,1
we,1,N,6991,6991,1
him in marm,3,NPN,6993,6995,3
him,1,N,7000,7000,1
room there,2,NN,7004,7005,2
comfortable sofa,2,AN,7008,7009,2
way,1,N,7011,7011,1
he,1,N,7017,7017,1
briony lodge,2,NN,7021,7022,2
principal room,2,NN,7028,7029,2
i,1,N,7031,7031,1
proceedings from my post by the window,7,NPNNPDN,7035,7041,7
lamps,1,N,7043,7043,1
lit,1,N,7046,7046,1
blinds,1,N,7049,7049,1
i,1,N,7056,7056,1
holmes,1,N,7059,7059,1
he,1,N,7061,7061,1
couch i,2,NN,7065,7066,2
he,1,N,7071,7071,1
compunction at that moment for the part he,8,NPDNPDNN,7075,7082,8
i,1,N,7086,7086,1
i,1,N,7089,7089,1
myself in my life,4,NPNN,7096,7099,4
i,1,N,7102,7102,1
beautiful creature against whom i,5,ANPNN,7105,7109,5
grace,1,N,7114,7114,1
kindliness with which she,4,NPNN,7116,7119,4
injured man,2,AN,7123,7124,2
it,1,N,7127,7127,1
blackest treachery to holmes,4,ANPN,7131,7134,4
part which he,3,NNN,7141,7143,3
me i,2,NN,7147,7148,2
my heart,2,NN,7150,7151,2
smoke rocket from under my ulster,6,NNPPNN,7155,7160,6
i,1,N,7163,7163,1
we,1,N,7165,7165,1
her we,2,NN,7169,7170,2
her,1,N,7174,7174,1
holmes,1,N,7178,7178,1
couch,1,N,7184,7184,1
i,1,N,7186,7186,1
him motion like a man who,6,NNPDNN,7188,7193,6
need of air,3,NPN,7196,7198,3
window at the same instant i,6,NPDANN,7207,7212,6
him,1,N,7214,7214,1
his hand,2,NN,7216,7217,2
signal i,2,NN,7221,7222,2
my rocket into the room with a cry,8,NNPDNPDN,7224,7231,8
fire,1,N,7234,7234,1
word,1,N,7237,7237,1
my mouth than the whole crowd of spectators,8,NNPDANPN,7243,7250,8
gentlemen ostlers,2,AN,7256,7257,2
servant maids,2,AN,7259,7260,2
general shriek,2,AN,7265,7266,2
fire,1,N,7269,7269,1
thick clouds of smoke,4,ANPN,7271,7274,4
room,1,N,7278,7278,1
open window i,3,ANN,7283,7285,3
glimpse,1,N,7288,7288,1
figures,1,N,7291,7291,1
moment,1,N,7294,7294,1
voice of holmes from within,5,NPNPN,7297,7301,5
them,1,N,7303,7303,1
it,1,N,7305,7305,1
false alarm,2,AN,7308,7309,2
shouting crowd i,3,NNN,7313,7315,3
my way to the corner of the street,8,NNPDNPDN,7317,7324,8
ten minutes,2,AN,7327,7328,2
my friend,2,NN,7333,7334,2
arm in mine,3,NPN,7336,7338,3
scene of uproar he,4,NPNN,7345,7348,4
silence for some few minutes,5,NPDAN,7353,7357,5
we,1,N,7359,7359,1
quiet streets which,3,ANN,7366,7368,3
edgeware road,2,NN,7372,7373,2
you,1,N,7375,7375,1
it,1,N,7377,7377,1
doctor,1,N,7380,7380,1
he,1,N,7382,7382,1
nothing,1,N,7385,7385,1
better it,2,AN,7389,7390,2
you,1,N,7396,7396,1
photograph,1,N,7399,7399,1
i,1,N,7402,7402,1
it,1,N,7405,7405,1
you,1,N,7412,7412,1
she,1,N,7417,7417,1
me,1,N,7419,7419,1
i,1,N,7421,7421,1
you she,2,NN,7423,7424,2
i,1,N,7428,7428,1
i,1,N,7436,7436,1
mystery,1,N,7443,7443,1
he,1,N,7446,7446,1
matter,1,N,7450,7450,1
simple you,2,AN,7453,7454,2
everyone in the street,4,NPDN,7459,7462,4
accomplice they,2,NN,7465,7466,2
evening,1,N,7472,7472,1
i,1,N,7475,7475,1
row,1,N,7484,7484,1
i,1,N,7487,7487,1
little moist red paint in the palm,7,ANANPDN,7490,7496,7
moist red paint in the palm of my,8,NANPDNPN,7491,7498,8
red paint in the palm of my hand,8,ANPDNPNN,7492,7499,8
paint in the palm of my hand i,8,NPDNPNNN,7493,7500,8
fell,1,N,7503,7503,1
my hand to my face,5,NNPNN,7506,7510,5
piteous spectacle it,3,ANN,7514,7516,3
old trick,2,AN,7519,7520,2
i,1,N,7525,7525,1
they,1,N,7531,7531,1
me,1,N,7533,7533,1
she,1,N,7535,7535,1
me in what,3,NPN,7540,7542,3
she,1,N,7545,7545,1
